date,team1,conference1,team2,conference2,conference_match,sets_1,sets_2,final_score,sets_played,team1_set1,team2_set1,set1_winner,match_winner,comeback_win
2019-09-06,Holy Cross,Patriot,New Hampshire,America East,Non-Conference,0,3,3-0,3,21,25,New Hampshire,New Hampshire,FALSE
2019-09-06,San Jose St.,Mountain West,North Texas,C-USA,Non-Conference,3,2,3-2,5,16,25,North Texas,San Jose St.,TRUE
2019-09-06,UMES,MEAC,Lehigh,Patriot,Non-Conference,1,3,3-1,4,25,22,UMES,Lehigh,TRUE
2019-09-06,St. Francis Brooklyn,NEC,Hampton,Big South,Non-Conference,2,3,3-2,5,25,17,St. Francis Brooklyn,Hampton,TRUE
2019-09-06,Boston College,ACC,UConn,AAC,Non-Conference,3,2,3-2,5,19,25,UConn,Boston College,TRUE
2019-09-06,Akron,MAC,Xavier,Big East,Non-Conference,3,2,3-2,5,23,25,Xavier,Akron,TRUE
2019-09-06,Manhattan,MAAC,Lafayette,Patriot,Non-Conference,3,1,3-1,4,25,23,Manhattan,Manhattan,FALSE
2019-09-06,Arkansas St.,Sun Belt,Southern Miss.,C-USA,Non-Conference,3,0,3-0,3,25,19,Arkansas St.,Arkansas St.,FALSE
2019-09-06,South Carolina,SEC,UCF,AAC,Non-Conference,0,3,3-0,3,21,25,UCF,UCF,FALSE
2019-09-06,La Salle,Atlantic 10,Seton Hall,Big East,Non-Conference,3,0,3-0,3,25,17,La Salle,La Salle,FALSE
2019-09-06,Oklahoma,Big 12,Indiana,Big Ten,Non-Conference,3,2,3-2,5,25,23,Oklahoma,Oklahoma,FALSE
2019-09-06,Sacred Heart,NEC,Harvard,Ivy League,Non-Conference,2,3,3-2,5,21,25,Harvard,Harvard,FALSE
2019-09-06,Montana,Big Sky,Ball St.,MAC,Non-Conference,0,3,3-0,3,9,25,Ball St.,Ball St.,FALSE
2019-09-06,Missouri St.,MVC,Tulane,AAC,Non-Conference,0,3,3-0,3,17,25,Tulane,Tulane,FALSE
2019-09-06,IUPUI,Horizon,Georgia Tech,ACC,Non-Conference,0,3,3-0,3,14,25,Georgia Tech,Georgia Tech,FALSE
2019-09-06,Buffalo,MAC,Northern Colo.,Big Sky,Non-Conference,0,3,3-0,3,10,25,Northern Colo.,Northern Colo.,FALSE
2019-09-06,North Carolina,ACC,UC Irvine,Big West,Non-Conference,3,1,3-1,4,25,19,North Carolina,North Carolina,FALSE
2019-09-06,Portland St.,Big Sky,Utah,Pac-12,Non-Conference,0,3,3-0,3,13,25,Utah,Utah,FALSE
2019-09-06,Butler,Big East,Bowling Green,MAC,Non-Conference,1,3,3-1,4,25,17,Butler,Bowling Green,TRUE
2019-09-06,Youngstown St.,Horizon,Cornell,Ivy League,Non-Conference,0,3,3-0,3,16,25,Cornell,Cornell,FALSE
2019-09-06,George Mason,Atlantic 10,UMBC,America East,Non-Conference,3,2,3-2,5,25,19,George Mason,George Mason,FALSE
2019-09-06,Towson,CAA,Virginia,ACC,Non-Conference,3,1,3-1,4,25,11,Towson,Towson,FALSE
2019-09-06,Arizona,Pac-12,Nebraska,Big Ten,Non-Conference,1,3,3-1,4,17,25,Nebraska,Nebraska,FALSE
2019-09-06,Georgia St.,Sun Belt,Morehead St.,OVC,Non-Conference,0,3,3-0,3,14,25,Morehead St.,Morehead St.,FALSE
2019-09-06,Wake Forest,ACC,North Florida,ASUN,Non-Conference,3,1,3-1,4,19,25,North Florida,Wake Forest,TRUE
2019-09-06,Ohio,MAC,American,Patriot,Non-Conference,3,2,3-2,5,19,25,American,Ohio,TRUE
2019-09-06,Little Rock,Sun Belt,Air Force,Mountain West,Non-Conference,0,3,3-0,3,23,25,Air Force,Air Force,FALSE
2019-09-06,Charleston So.,Big South,Coastal Carolina,Sun Belt,Non-Conference,0,3,3-0,3,19,25,Coastal Carolina,Coastal Carolina,FALSE
2019-09-06,Utah St.,Mountain West,Idaho,Big Sky,Non-Conference,0,3,3-0,3,18,25,Idaho,Idaho,FALSE
2019-09-06,Colorado St.,Mountain West,TCU,Big 12,Non-Conference,3,0,3-0,3,25,19,Colorado St.,Colorado St.,FALSE
2019-09-06,Valparaiso,MVC,Kent St.,MAC,Non-Conference,2,3,3-2,5,25,22,Valparaiso,Kent St.,TRUE
2019-09-06,Purdue,Big Ten,Notre Dame,ACC,Non-Conference,2,3,3-2,5,25,16,Purdue,Notre Dame,TRUE
2019-09-06,UNCW,CAA,Duke,ACC,Non-Conference,1,3,3-1,4,25,21,UNCW,Duke,TRUE
2019-09-06,Chattanooga,SoCon,Troy,Sun Belt,Non-Conference,0,3,3-0,3,15,25,Troy,Troy,FALSE
2019-09-06,Penn St.,Big Ten,Iowa St.,Big 12,Non-Conference,3,0,3-0,3,25,22,Penn St.,Penn St.,FALSE
2019-09-06,CSU Bakersfield,WAC,CSUN,Big West,Non-Conference,0,3,3-0,3,20,25,CSUN,CSUN,FALSE
2019-09-06,Missouri,SEC,Dayton,Atlantic 10,Non-Conference,3,1,3-1,4,25,21,Missouri,Missouri,FALSE
2019-09-06,Western Ky.,C-USA,Louisville,ACC,Non-Conference,1,3,3-1,4,18,25,Louisville,Louisville,FALSE
2019-09-06,Nevada,Mountain West,UC Riverside,Big West,Non-Conference,0,3,3-0,3,23,25,UC Riverside,UC Riverside,FALSE
2019-09-06,George Washington,Atlantic 10,Miami (FL),ACC,Non-Conference,2,3,3-2,5,19,25,Miami (FL),Miami (FL),FALSE
2019-09-06,Cincinnati,AAC,Michigan St.,Big Ten,Non-Conference,1,3,3-1,4,12,25,Michigan St.,Michigan St.,FALSE
2019-09-06,UIW,Southland,UT Arlington,Sun Belt,Non-Conference,0,3,3-0,3,11,25,UT Arlington,UT Arlington,FALSE
2019-09-06,Eastern Mich.,MAC,Louisiana,Sun Belt,Non-Conference,0,3,3-0,3,16,25,Louisiana,Louisiana,FALSE
2019-09-06,Ark.-Pine Bluff,SWAC,Memphis,AAC,Non-Conference,0,3,3-0,3,19,25,Memphis,Memphis,FALSE
2019-09-06,Alabama St.,SWAC,Chicago St.,WAC,Non-Conference,0,3,3-0,3,17,25,Chicago St.,Chicago St.,FALSE
2019-09-06,Villanova,Big East,Marist,MAAC,Non-Conference,3,0,3-0,3,25,23,Villanova,Villanova,FALSE
2019-09-06,Pacific,WCC,New Mexico St.,WAC,Non-Conference,0,3,3-0,3,22,25,New Mexico St.,New Mexico St.,FALSE
2019-09-06,Montana St.,Big Sky,Loyola Chicago,MVC,Non-Conference,0,3,3-0,3,26,28,Loyola Chicago,Loyola Chicago,FALSE
2019-09-06,Colorado,Pac-12,Iowa,Big Ten,Non-Conference,3,0,3-0,3,25,22,Colorado,Colorado,FALSE
2019-09-06,Oakland,Horizon,Bradley,MVC,Non-Conference,1,3,3-1,4,24,26,Bradley,Bradley,FALSE
2019-09-06,Ohio St.,Big Ten,Pittsburgh,ACC,Non-Conference,0,3,3-0,3,21,25,Pittsburgh,Pittsburgh,FALSE
2019-09-06,Northwestern St.,Southland,South Alabama,Sun Belt,Non-Conference,1,3,3-1,4,18,25,South Alabama,South Alabama,FALSE
2019-09-06,Eastern Wash.,Big Sky,Drake,MVC,Non-Conference,0,3,3-0,3,15,25,Drake,Drake,FALSE
2019-09-06,Alcorn,SWAC,Nicholls St.,Southland,Non-Conference,0,3,3-0,3,12,25,Nicholls St.,Nicholls St.,FALSE
2019-09-06,Southern California,Pac-12,Kentucky,SEC,Non-Conference,1,3,3-1,4,18,25,Kentucky,Kentucky,FALSE
2019-09-06,Western Ill.,Summit League,Southeast Mo. St.,OVC,Non-Conference,0,3,3-0,3,19,25,Southeast Mo. St.,Southeast Mo. St.,FALSE
2019-09-06,South Dakota St.,Summit League,Lamar University,Southland,Non-Conference,0,3,3-0,3,14,25,Lamar University,Lamar University,FALSE
2019-09-06,Baylor,Big 12,Wisconsin,Big Ten,Non-Conference,3,1,3-1,4,21,25,Wisconsin,Baylor,TRUE
2019-09-06,Texas St.,Sun Belt,UCLA,Pac-12,Non-Conference,0,3,3-0,3,24,26,UCLA,UCLA,FALSE
2019-09-06,South Dakota,Summit League,Kansas City,WAC,Non-Conference,3,0,3-0,3,25,14,South Dakota,South Dakota,FALSE
2019-09-06,Middle Tenn.,C-USA,Southern Utah,Big Sky,Non-Conference,0,3,3-0,3,18,25,Southern Utah,Southern Utah,FALSE
2019-09-06,Omaha,Summit League,Kansas St.,Big 12,Non-Conference,2,3,3-2,5,21,25,Kansas St.,Kansas St.,FALSE
2019-09-06,SIUE,OVC,Southern Ill.,MVC,Non-Conference,3,1,3-1,4,25,23,SIUE,SIUE,FALSE
2019-09-06,Texas Tech,Big 12,Northwestern,Big Ten,Non-Conference,2,3,3-2,5,25,21,Texas Tech,Northwestern,TRUE
2019-09-06,Illinois St.,MVC,Oral Roberts,Summit League,Non-Conference,3,0,3-0,3,25,18,Illinois St.,Illinois St.,FALSE
2019-09-06,North Dakota St.,Summit League,Central Mich.,MAC,Non-Conference,2,3,3-2,5,22,25,Central Mich.,Central Mich.,FALSE
2019-09-06,Creighton,Big East,UNI,MVC,Non-Conference,3,2,3-2,5,19,25,UNI,Creighton,TRUE
2019-09-06,UC Davis,Big West,Utah Valley,WAC,Non-Conference,0,3,3-0,3,10,25,Utah Valley,Utah Valley,FALSE
2019-09-06,Fairfield,MAAC,Pepperdine,WCC,Non-Conference,1,3,3-1,4,25,20,Fairfield,Pepperdine,TRUE
2019-09-06,A&M-Corpus Christi,Southland,UTEP,C-USA,Non-Conference,2,3,3-2,5,25,18,A&M-Corpus Christi,UTEP,TRUE
2019-09-06,Col. of Charleston,CAA,Wyoming,Mountain West,Non-Conference,0,3,3-0,3,13,25,Wyoming,Wyoming,FALSE
2019-09-06,Sam Houston St.,Southland,BYU,WCC,Non-Conference,1,3,3-1,4,26,24,Sam Houston St.,BYU,TRUE
2019-09-06,West Virginia,Big 12,San Diego St.,Mountain West,Non-Conference,2,3,3-2,5,25,21,West Virginia,San Diego St.,TRUE
2019-09-06,Grand Canyon,WAC,Gonzaga,WCC,Non-Conference,3,1,3-1,4,18,25,Gonzaga,Grand Canyon,TRUE
2019-09-06,Arkansas,SEC,San Diego,WCC,Non-Conference,0,3,3-0,3,13,25,San Diego,San Diego,FALSE
2019-09-06,Wichita St.,AAC,Cal Poly,Big West,Non-Conference,2,3,3-2,5,21,25,Cal Poly,Cal Poly,FALSE
2019-09-06,Abilene Christian,Southland,LMU (CA),WCC,Non-Conference,0,3,3-0,3,13,25,LMU (CA),LMU (CA),FALSE
2019-09-06,Washington St.,Pac-12,Portland,WCC,Non-Conference,3,0,3-0,3,25,17,Washington St.,Washington St.,FALSE
2019-09-06,Purdue Fort Wayne,Summit League,San Francisco,WCC,Non-Conference,0,3,3-0,3,18,25,San Francisco,San Francisco,FALSE
2019-09-06,Santa Clara,WCC,Fresno St.,Mountain West,Non-Conference,2,3,3-2,5,25,20,Santa Clara,Fresno St.,TRUE
2019-09-06,Georgia,SEC,Long Beach St.,Big West,Non-Conference,3,1,3-1,4,20,25,Long Beach St.,Georgia,TRUE
2019-09-06,Western Ky.,C-USA,Arizona St.,Pac-12,Non-Conference,3,1,3-1,4,21,25,Arizona St.,Western Ky.,TRUE
2019-09-06,Army West Point,Patriot,Denver,Summit League,Non-Conference,0,3,3-0,3,20,25,Denver,Denver,FALSE
2019-09-07,Valparaiso,MVC,Idaho St.,Big Sky,Non-Conference,3,0,3-0,3,25,19,Valparaiso,Valparaiso,FALSE
2019-09-07,Sacramento St.,Big Sky,Hawaii,Big West,Non-Conference,0,3,3-0,3,19,25,Hawaii,Hawaii,FALSE
2019-09-07,Binghamton,America East,Northeastern,CAA,Non-Conference,0,3,3-0,3,15,25,Northeastern,Northeastern,FALSE
2019-09-07,Jacksonville St.,OVC,Samford,SoCon,Non-Conference,0,3,3-0,3,22,25,Samford,Samford,FALSE
2019-09-07,Norfolk St.,MEAC,Rider,MAAC,Non-Conference,0,3,3-0,3,12,25,Rider,Rider,FALSE
2019-09-07,Stetson,ASUN,Hofstra,CAA,Non-Conference,2,3,3-2,5,25,22,Stetson,Hofstra,TRUE
2019-09-07,Siena,MAAC,Hampton,Big South,Non-Conference,3,2,3-2,5,25,18,Siena,Siena,FALSE
2019-09-07,Elon,CAA,Liberty,ASUN,Non-Conference,0,3,3-0,3,12,25,Liberty,Liberty,FALSE
2019-09-07,Gardner-Webb,Big South,Ark.-Pine Bluff,SWAC,Non-Conference,3,0,3-0,3,25,17,Gardner-Webb,Gardner-Webb,FALSE
2019-09-07,North Dakota,Summit League,Marist,MAAC,Non-Conference,3,2,3-2,5,23,25,Marist,North Dakota,TRUE
2019-09-07,NJIT,ASUN,Morgan St.,MEAC,Non-Conference,0,3,3-0,3,17,25,Morgan St.,Morgan St.,FALSE
2019-09-07,Sacred Heart,NEC,Rhode Island,Atlantic 10,Non-Conference,3,2,3-2,5,19,25,Rhode Island,Sacred Heart,TRUE
2019-09-07,Holy Cross,Patriot,Seattle U,WAC,Non-Conference,2,3,3-2,5,19,25,Seattle U,Seattle U,FALSE
2019-09-07,Dartmouth,Ivy League,Eastern Ky.,OVC,Non-Conference,0,3,3-0,3,22,25,Eastern Ky.,Eastern Ky.,FALSE
2019-09-07,Niagara,MAAC,Cornell,Ivy League,Non-Conference,0,3,3-0,3,15,25,Cornell,Cornell,FALSE
2019-09-07,Idaho St.,Big Sky,Kent St.,MAC,Non-Conference,1,3,3-1,4,16,25,Kent St.,Kent St.,FALSE
2019-09-07,Stony Brook,America East,Marshall,C-USA,Non-Conference,0,3,3-0,3,23,25,Marshall,Marshall,FALSE
2019-09-07,Navy,Patriot,UC Santa Barbara,Big West,Non-Conference,1,3,3-1,4,15,25,UC Santa Barbara,UC Santa Barbara,FALSE
2019-09-07,Arkansas St.,Sun Belt,Mississippi St.,SEC,Non-Conference,2,3,3-2,5,22,25,Mississippi St.,Mississippi St.,FALSE
2019-09-07,Furman,SoCon,James Madison,CAA,Non-Conference,0,3,3-0,3,21,25,James Madison,James Madison,FALSE
2019-09-07,Boston College,ACC,Iona,MAAC,Non-Conference,3,0,3-0,3,25,21,Boston College,Boston College,FALSE
2019-09-07,Ohio St.,Big Ten,Duquesne,Atlantic 10,Non-Conference,3,0,3-0,3,25,9,Ohio St.,Ohio St.,FALSE
2019-09-07,Princeton,Ivy League,Towson,CAA,Non-Conference,0,3,3-0,3,21,25,Towson,Towson,FALSE
2019-09-07,Binghamton,America East,Seton Hall,Big East,Non-Conference,1,3,3-1,4,19,25,Seton Hall,Seton Hall,FALSE
2019-09-07,South Fla.,AAC,Auburn,SEC,Non-Conference,2,3,3-2,5,25,20,South Fla.,Auburn,TRUE
2019-09-07,William & Mary,CAA,Xavier,Big East,Non-Conference,1,3,3-1,4,10,25,Xavier,Xavier,FALSE
2019-09-07,McNeese,Southland,Eastern Mich.,MAC,Non-Conference,0,3,3-0,3,11,25,Eastern Mich.,Eastern Mich.,FALSE
2019-09-07,George Mason,Atlantic 10,Saint Francis (PA),NEC,Non-Conference,3,1,3-1,4,25,22,George Mason,George Mason,FALSE
2019-09-07,Prairie View,SWAC,South Dakota St.,Summit League,Non-Conference,0,3,3-0,3,17,25,South Dakota St.,South Dakota St.,FALSE
2019-09-07,UTRGV,WAC,UTSA,C-USA,Non-Conference,0,3,3-0,3,22,25,UTSA,UTSA,FALSE
2019-09-07,Winthrop,Big South,Ohio,MAC,Non-Conference,2,3,3-2,5,25,21,Winthrop,Ohio,TRUE
2019-09-07,Wake Forest,ACC,East Carolina,AAC,Non-Conference,3,0,3-0,3,25,19,Wake Forest,Wake Forest,FALSE
2019-09-07,South Carolina St.,MEAC,Charleston So.,Big South,Non-Conference,0,3,3-0,3,14,25,Charleston So.,Charleston So.,FALSE
2019-09-07,Fordham,Atlantic 10,Radford,Big South,Non-Conference,1,3,3-1,4,27,25,Fordham,Radford,TRUE
2019-09-07,Belmont,OVC,Oakland,Horizon,Non-Conference,2,3,3-2,5,25,22,Belmont,Oakland,TRUE
2019-09-07,Villanova,Big East,Bryant,NEC,Non-Conference,3,0,3-0,3,25,21,Villanova,Villanova,FALSE
2019-09-07,Providence,Big East,Morehead St.,OVC,Non-Conference,0,3,3-0,3,19,25,Morehead St.,Morehead St.,FALSE
2019-09-07,Alcorn,SWAC,Nicholls St.,Southland,Non-Conference,0,3,3-0,3,12,25,Nicholls St.,Nicholls St.,FALSE
2019-09-07,Miami (OH),MAC,Indiana St.,MVC,Non-Conference,3,0,3-0,3,25,18,Miami (OH),Miami (OH),FALSE
2019-09-07,Penn,Ivy League,Lafayette,Patriot,Non-Conference,3,1,3-1,4,27,29,Lafayette,Penn,TRUE
2019-09-07,Alabama A&M,SWAC,SIUE,OVC,Non-Conference,0,3,3-0,3,18,25,SIUE,SIUE,FALSE
2019-09-07,Jackson St.,SWAC,Western Ill.,Summit League,Non-Conference,0,3,3-0,3,22,25,Western Ill.,Western Ill.,FALSE
2019-09-07,Buffalo,MAC,Col. of Charleston,CAA,Non-Conference,3,2,3-2,5,25,19,Buffalo,Buffalo,FALSE
2019-09-07,Cal St. Fullerton,Big West,Alabama St.,SWAC,Non-Conference,3,0,3-0,3,25,18,Cal St. Fullerton,Cal St. Fullerton,FALSE
2019-09-07,Campbell,Big South,N.C. Central,MEAC,Non-Conference,3,0,3-0,3,25,23,Campbell,Campbell,FALSE
2019-09-07,Delaware St.,MEAC,Lehigh,Patriot,Non-Conference,0,3,3-0,3,22,25,Lehigh,Lehigh,FALSE
2019-09-07,New Mexico,Mountain West,Pacific,WCC,Non-Conference,3,0,3-0,3,25,21,New Mexico,New Mexico,FALSE
2019-09-07,Wofford,SoCon,UNCW,CAA,Non-Conference,2,3,3-2,5,25,17,Wofford,UNCW,TRUE
2019-09-07,Little Rock,Sun Belt,Oral Roberts,Summit League,Non-Conference,0,3,3-0,3,23,25,Oral Roberts,Oral Roberts,FALSE
2019-09-07,Canisius,MAAC,Columbia,Ivy League,Non-Conference,0,3,3-0,3,22,25,Columbia,Columbia,FALSE
2019-09-07,Howard,MEAC,St. John's (NY),Big East,Non-Conference,0,3,3-0,3,23,25,St. John's (NY),St. John's (NY),FALSE
2019-09-07,North Dakota St.,Summit League,Eastern Ill.,OVC,Non-Conference,3,2,3-2,5,21,25,Eastern Ill.,North Dakota St.,TRUE
2019-09-07,Murray St.,OVC,Troy,Sun Belt,Non-Conference,0,3,3-0,3,13,25,Troy,Troy,FALSE
2019-09-07,Milwaukee,Horizon,Drake,MVC,Non-Conference,3,2,3-2,5,19,25,Drake,Milwaukee,TRUE
2019-09-07,UIW,Southland,UNC Greensboro,SoCon,Non-Conference,1,3,3-1,4,21,25,UNC Greensboro,UNC Greensboro,FALSE
2019-09-07,Butler,Big East,Charlotte,C-USA,Non-Conference,1,3,3-1,4,20,25,Charlotte,Charlotte,FALSE
2019-09-07,South Dakota,Summit League,Louisiana Tech,C-USA,Non-Conference,3,0,3-0,3,25,19,South Dakota,South Dakota,FALSE
2019-09-07,Ole Miss,SEC,Missouri St.,MVC,Non-Conference,3,0,3-0,3,25,14,Ole Miss,Ole Miss,FALSE
2019-09-07,Missouri,SEC,Northern Ill.,MAC,Non-Conference,3,1,3-1,4,25,12,Missouri,Missouri,FALSE
2019-09-07,Brown,Ivy League,New Hampshire,America East,Non-Conference,1,3,3-1,4,25,22,Brown,New Hampshire,TRUE
2019-09-07,Quinnipiac,MAAC,Fairleigh Dickinson,NEC,Non-Conference,3,0,3-0,3,25,21,Quinnipiac,Quinnipiac,FALSE
2019-09-07,Siena,MAAC,Bucknell,Patriot,Non-Conference,0,3,3-0,3,17,25,Bucknell,Bucknell,FALSE
2019-09-07,Tennessee St.,OVC,Northwestern St.,Southland,Non-Conference,0,3,3-0,3,22,25,Northwestern St.,Northwestern St.,FALSE
2019-09-07,N.C. A&T,MEAC,UNC Asheville,Big South,Non-Conference,1,3,3-1,4,13,25,UNC Asheville,UNC Asheville,FALSE
2019-09-07,Colgate,Patriot,Harvard,Ivy League,Non-Conference,3,1,3-1,4,25,21,Colgate,Colgate,FALSE
2019-09-07,Green Bay,Horizon,Pittsburgh,ACC,Non-Conference,0,3,3-0,3,17,25,Pittsburgh,Pittsburgh,FALSE
2019-09-07,LMU (CA),WCC,Rice,C-USA,Non-Conference,1,3,3-1,4,25,22,LMU (CA),Rice,TRUE
2019-09-07,LIU,NEC,Sam Houston St.,Southland,Non-Conference,0,3,3-0,3,18,25,Sam Houston St.,Sam Houston St.,FALSE
2019-09-07,UNLV,Mountain West,California,Pac-12,Non-Conference,0,3,3-0,3,14,25,California,California,FALSE
2019-09-07,Valparaiso,MVC,Robert Morris,NEC,Non-Conference,1,3,3-1,4,25,20,Valparaiso,Robert Morris,TRUE
2019-09-07,Montana,Big Sky,Grand Canyon,WAC,Non-Conference,0,3,3-0,3,19,25,Grand Canyon,Grand Canyon,FALSE
2019-09-07,Youngstown St.,Horizon,Hartford,America East,Non-Conference,0,3,3-0,3,14,25,Hartford,Hartford,FALSE
2019-09-07,Arkansas,SEC,San Diego St.,Mountain West,Non-Conference,2,3,3-2,5,24,26,San Diego St.,San Diego St.,FALSE
2019-09-07,Northern Ky.,Horizon,Georgetown,Big East,Non-Conference,3,1,3-1,4,24,26,Georgetown,Northern Ky.,TRUE
2019-09-07,Western Caro.,SoCon,Chicago St.,WAC,Non-Conference,1,3,3-1,4,19,25,Chicago St.,Chicago St.,FALSE
2019-09-07,Davidson,Atlantic 10,Virginia Tech,ACC,Non-Conference,1,3,3-1,4,25,21,Davidson,Virginia Tech,TRUE
2019-09-07,La.-Monroe,Sun Belt,Lamar University,Southland,Non-Conference,0,3,3-0,3,18,25,Lamar University,Lamar University,FALSE
2019-09-07,New Orleans,Southland,Southern Miss.,C-USA,Non-Conference,3,0,3-0,3,25,20,New Orleans,New Orleans,FALSE
2019-09-07,Houston,AAC,Maryland,Big Ten,Non-Conference,3,2,3-2,5,23,25,Maryland,Houston,TRUE
2019-09-07,Idaho,Big Sky,Washington St.,Pac-12,Non-Conference,0,3,3-0,3,25,27,Washington St.,Washington St.,FALSE
2019-09-07,Tennessee,SEC,Michigan St.,Big Ten,Non-Conference,3,2,3-2,5,16,25,Michigan St.,Tennessee,TRUE
2019-09-07,Southern California,Pac-12,UNI,MVC,Non-Conference,3,1,3-1,4,23,25,UNI,Southern California,TRUE
2019-09-07,Western Ky.,C-USA,Tennessee Tech,OVC,Non-Conference,3,0,3-0,3,25,12,Western Ky.,Western Ky.,FALSE
2019-09-07,Florida A&M,MEAC,Louisiana,Sun Belt,Non-Conference,1,3,3-1,4,19,25,Louisiana,Louisiana,FALSE
2019-09-07,Syracuse,ACC,Marquette,Big East,Non-Conference,0,3,3-0,3,12,25,Marquette,Marquette,FALSE
2019-09-07,ETSU,SoCon,Coastal Carolina,Sun Belt,Non-Conference,2,3,3-2,5,18,25,Coastal Carolina,Coastal Carolina,FALSE
2019-09-07,Ball St.,MAC,Gonzaga,WCC,Non-Conference,0,3,3-0,3,19,25,Gonzaga,Gonzaga,FALSE
2019-09-07,UC Davis,Big West,Portland St.,Big Sky,Non-Conference,3,0,3-0,3,27,25,UC Davis,UC Davis,FALSE
2019-09-07,Akron,MAC,Wright St.,Horizon,Non-Conference,0,3,3-0,3,18,25,Wright St.,Wright St.,FALSE
2019-09-07,Temple,AAC,American,Patriot,Non-Conference,3,0,3-0,3,25,19,Temple,Temple,FALSE
2019-09-07,Cleveland St.,Horizon,Bowling Green,MAC,Non-Conference,1,3,3-1,4,21,25,Bowling Green,Bowling Green,FALSE
2019-09-07,Delaware,CAA,UMBC,America East,Non-Conference,3,1,3-1,4,18,25,UMBC,Delaware,TRUE
2019-09-07,Houston Baptist,Southland,Tulane,AAC,Non-Conference,0,3,3-0,3,4,25,Tulane,Tulane,FALSE
2019-09-07,UT Martin,OVC,Memphis,AAC,Non-Conference,1,3,3-1,4,17,25,Memphis,Memphis,FALSE
2019-09-07,Loyola Maryland,Patriot,Montana St.,Big Sky,Non-Conference,1,3,3-1,4,19,25,Montana St.,Montana St.,FALSE
2019-09-07,Saint Mary's (CA),WCC,Middle Tenn.,C-USA,Non-Conference,3,1,3-1,4,25,17,Saint Mary's (CA),Saint Mary's (CA),FALSE
2019-09-07,Texas Tech,Big 12,Austin Peay,OVC,Non-Conference,1,3,3-1,4,23,25,Austin Peay,Austin Peay,FALSE
2019-09-07,Virginia,ACC,Rutgers,Big Ten,Non-Conference,1,3,3-1,4,26,24,Virginia,Rutgers,TRUE
2019-09-07,Georgia St.,Sun Belt,Presbyterian,Big South,Non-Conference,0,3,3-0,3,23,25,Presbyterian,Presbyterian,FALSE
2019-09-07,Mercer,SoCon,North Florida,ASUN,Non-Conference,0,3,3-0,3,18,25,North Florida,North Florida,FALSE
2019-09-07,Colorado St.,Mountain West,Florida St.,ACC,Non-Conference,3,0,3-0,3,25,23,Colorado St.,Colorado St.,FALSE
2019-09-07,NC State,ACC,Alabama,SEC,Non-Conference,1,3,3-1,4,26,24,NC State,Alabama,TRUE
2019-09-07,Texas A&M,SEC,Fairfield,MAAC,Non-Conference,3,0,3-0,3,25,16,Texas A&M,Texas A&M,FALSE
2019-09-07,Central Conn. St.,NEC,UConn,AAC,Non-Conference,1,3,3-1,4,12,25,UConn,UConn,FALSE
2019-09-07,Appalachian St.,Sun Belt,Duke,ACC,Non-Conference,0,3,3-0,3,22,25,Duke,Duke,FALSE
2019-09-07,Southeastern La.,Southland,Southern Ill.,MVC,Non-Conference,1,3,3-1,4,23,25,Southern Ill.,Southern Ill.,FALSE
2019-09-07,FGCU,ASUN,George Washington,Atlantic 10,Non-Conference,3,0,3-0,3,25,20,FGCU,FGCU,FALSE
2019-09-07,Tulsa,AAC,Kansas City,WAC,Non-Conference,3,1,3-1,4,25,22,Tulsa,Tulsa,FALSE
2019-09-07,Southern U.,SWAC,UT Arlington,Sun Belt,Non-Conference,0,3,3-0,3,16,25,UT Arlington,UT Arlington,FALSE
2019-09-07,Brown,Ivy League,Holy Cross,Patriot,Non-Conference,3,2,3-2,5,22,25,Holy Cross,Brown,TRUE
2019-09-07,Jacksonville,ASUN,Chattanooga,SoCon,Non-Conference,3,1,3-1,4,25,21,Jacksonville,Jacksonville,FALSE
2019-09-07,Toledo,MAC,Norfolk St.,MEAC,Non-Conference,3,0,3-0,3,25,17,Toledo,Toledo,FALSE
2019-09-07,North Texas,C-USA,Wichita St.,AAC,Non-Conference,1,3,3-1,4,19,25,Wichita St.,Wichita St.,FALSE
2019-09-07,Evansville,MVC,Southeast Mo. St.,OVC,Non-Conference,0,3,3-0,3,17,25,Southeast Mo. St.,Southeast Mo. St.,FALSE
2019-09-07,Purdue Fort Wayne,Summit League,UC Riverside,Big West,Non-Conference,3,2,3-2,5,7,25,UC Riverside,Purdue Fort Wayne,TRUE
2019-09-07,Mississippi Val.,SWAC,South Alabama,Sun Belt,Non-Conference,0,3,3-0,3,9,25,South Alabama,South Alabama,FALSE
2019-09-07,Saint Louis,Atlantic 10,Eastern Wash.,Big Sky,Non-Conference,3,1,3-1,4,25,20,Saint Louis,Saint Louis,FALSE
2019-09-07,Morgan St.,MEAC,Quinnipiac,MAAC,Non-Conference,0,3,3-0,3,25,27,Quinnipiac,Quinnipiac,FALSE
2019-09-07,Western Mich.,MAC,Loyola Chicago,MVC,Non-Conference,3,1,3-1,4,25,21,Western Mich.,Western Mich.,FALSE
2019-09-07,DePaul,Big East,Bradley,MVC,Non-Conference,3,1,3-1,4,25,23,DePaul,DePaul,FALSE
2019-09-07,Coppin St.,MEAC,A&M-Corpus Christi,Southland,Non-Conference,1,3,3-1,4,25,23,Coppin St.,A&M-Corpus Christi,TRUE
2019-09-07,Boise St.,Mountain West,Southern Utah,Big Sky,Non-Conference,3,0,3-0,3,25,20,Boise St.,Boise St.,FALSE
